MovieName,Director,Cast,Duration,ReleaseDate,Genre,Production,Rating_MyMovies,Rating_Critic,Rating_Public,Rating_Average,TopParagraph,BottomParagraph
Bocche Inutili,Claudio Uberti,"Marguerite Sikabonyi, Lorenza Indovina, Nina Torresi, Morena Gentile, Anna Gargano",104,25 aprile 2022,Drammatico - Italia,,"3,50","2,38",,"2,94","Regia di Claudio Uberti. Un film Da vedere 2022 con Marguerite Sikabonyi, Lorenza Indovina, Nina Torresi, Morena Gentile, Anna Gargano. Cast completo Genere Drammatico - Italia, 2022, durata 104 minuti. Uscita cinema lunedì 25 aprile 2022Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 2,94 su 5 recensioni tra critica, pubblico e dizionari.","Ester è nel campo di concentramento di Fossoli. Una ragazza ebrea di 40 anni, di nazionalità italiana, rimasta sola dopo il rastrellamento del ghetto romano nel quale è stata arrestata tutta la sua famiglia. In Italia al Box Office Bocche Inutili ha incassato  22,1 mila euro ."
Natale a tutti i costi,Giovanni Bognetti,"Christian De Sica, Angela Finocchiaro, Dharma Mangia Woods, Claudio Colica",,,Commedia - Italia,,,"2,25","2,75","2,50","Regia di Giovanni Bognetti. Un film con Christian De Sica, Angela Finocchiaro, Dharma Mangia Woods, Claudio Colica. Genere Commedia - Italia, 2022, - MYmonetro 2,50 su 7 recensioni tra critica, pubblico e dizionari.",I figli si allontanano dai genitori che faranno di tutto per averli insieme almeno a Natale.
Noi ce la siamo cavata,Giuseppe Marco Albano,"Adriano Pantaleo, Lina Wertmüller, Ciro Esposito, Isa Danieli, Paolo Bonacelli",72,5 gennaio 2023,Documentario,Lo Scrittoio,"3,50","3,00","4,50","3,67","Regia di Giuseppe Marco Albano. Un film Da vedere 2022 con Adriano Pantaleo, Lina Wertmüller, Ciro Esposito, Isa Danieli, Paolo Bonacelli. Cast completo Genere Documentario, - Italia, 2022, durata 72 minuti. Uscita cinema giovedì 5 gennaio 2023 distribuito da Lo Scrittoio. - MYmonetro 3,67 su 4 recensioni tra critica, pubblico e dizionari.","I protagonisti di Io speriamo che me la cavo ritrovati tanti anni dopo quel film che fece epoca, con l'ultima intervista al premio Oscar Lina Wertmüller. In Italia al Box Office Noi ce la siamo cavata ha incassato  8,3 mila euro ."
La lunga corsa,Andrea Magnani,"Adriano Tardiolo, Giovanni Calcagno, Barbora Bobulova, Nina Naboka, Maksim Kostyunin",88,24 agosto 2023,Commedia,Tucker Film,"2,50","2,79","4,05","3,11","Regia di Andrea Magnani. Un film con Adriano Tardiolo, Giovanni Calcagno, Barbora Bobulova, Nina Naboka, Maksim Kostyunin. Cast completo Titolo originale: Jailbird. Genere Commedia, - Italia, Ucraina, 2022, durata 88 minuti. Uscita cinema giovedì 24 agosto 2023 distribuito da Tucker Film. - MYmonetro 3,11 su 13 recensioni tra critica, pubblico e dizionari.","Il cielo in una cella: tra coming of age surreale e fiaba carceraria, l'opera seconda di Andrea Magnani. In Italia al Box Office La lunga corsa ha incassato  24,5 mila euro ."
Charlotte M. - Il Film Flamingo Party,Emanuele Pisano,Charlotte M,90,31 dicembre 2022,Commedia,Notorious Pictures,"2,00","1,00","4,55","2,52","Regia di Emanuele Pisano. Un film con Charlotte M., Alisia Ferri, Eleonora Trevisani, Gabriele Rizzoli, Veronica Gaggero. Cast completo Genere Commedia, Musical, - Italia, 2022, durata 90 minuti. Uscita cinema sabato 31 dicembre 2022 distribuito da Notorious Pictures. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 2,52 su 5 recensioni tra critica, pubblico e dizionari.","La YouTuber/TikToker Charlotte M. debutta al cinema vestendo i panni di una ragazza al primo anno di liceo che farà di tutto per salvare la sua amata oasi di fenicotteri dalla chiusura. In Italia al Box Office Charlotte M. - Il Film Flamingo Party ha incassato nelle prime 6 settimane di programmazione 248 mila euro  e 45,2 euro nel primo weekend."
Christian,"Stefano Lodovichi, Roberto Cinardi","Edoardo Pesce, Claudio Santamaria, Silvia D'Amico, Giordano De Plano, Antonio Bannò",,,Drammatico - Italia,,,"3,33","2,67","3,00","Regia di Stefano Lodovichi, Roberto Cinardi. Una serie con Edoardo Pesce, Claudio Santamaria, Silvia D'Amico, Giordano De Plano, Antonio Bannò. Cast completo Genere Drammatico - Italia, 2022, - MYmonetro 3,00 su 4 recensioni tra critica, pubblico e dizionari. STAGIONI: 2 - EPISODI: 12","Un supernatural crime drama con il vincitore del David di Donatello Edoardo Pesce, ambientato in una Roma ultra-periferica di Corviale, un edificio lungo 986 metri."
Napoli Magica,Marco D'Amore,,90,5 dicembre 2022,Documentario,Vision Distribution,"3,50",,"3,00","3,25","Regia di Marco D'Amore. Un film Da vedere 2022 Genere Documentario, - Italia, 2022, durata 90 minuti. Uscita cinema lunedì 5 dicembre 2022 distribuito da Vision Distribution. - MYmonetro 3,25 su 3 recensioni tra critica, pubblico e dizionari.","Un viaggio nel cuore esoterico e misterioso di una delle città più antiche e affascinanti del mondo. In Italia al Box Office Napoli Magica ha incassato  45,3 mila euro ."
The Christmas Show,Alberto Ferrari,"Raoul Bova, Serena Autieri, Francesco Pannofino, Tullio Solenghi, Ornella Muti",106,17 novembre 2022,Commedia,"Altre Storie, Viva Productions","2,00","1,60","2,33","1,98","Regia di Alberto Ferrari. Un film con Raoul Bova, Serena Autieri, Francesco Pannofino, Tullio Solenghi, Ornella Muti. Cast completo Genere Commedia, - Italia, 2022, durata 106 minuti. Uscita cinema giovedì 17 novembre 2022 distribuito da Altre Storie, Viva Productions. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 1,98 su 6 recensioni tra critica, pubblico e dizionari.","Un film ispirato alle commedie di Frank Capra, un po' Truman Show un po' vita di tutti giorni, che racconta le emozioni che possono appartenere a chiunque e in qualunque angolo del mondo. In Italia al Box Office The Christmas Show ha incassato nelle prime 3 settimane di programmazione 38,5 mila euro  e 30,9 euro nel primo weekend."
Koza Nostra,Giovanni Dota,"Irma Vitovskaya, Giovanni Calcagno, Giuditta Vasile, Lorenzo Scalzo, Gabriele Cicirello",103,19 maggio 2022,Drammatico,Adler Entertainment,"3,00","2,75","3,60","3,12","Regia di Giovanni Dota. Un film Da vedere 2022 con Irma Vitovskaya, Giovanni Calcagno, Giuditta Vasile, Lorenzo Scalzo, Gabriele Cicirello. Cast completo Genere Drammatico, - Italia, Ucraina, 2022, durata 103 minuti. Uscita cinema giovedì 19 maggio 2022 distribuito da Adler Entertainment. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 3,12 su 7 recensioni tra critica, pubblico e dizionari.","Coproduzione italo-ucraina, nel cast Irma Vitovska e Giovanni Calcagno. In Italia al Box Office Koza Nostra ha incassato nelle prime 11 settimane di programmazione 12,8 mila euro  e 7,4 euro nel primo weekend."
Sul Sentiero Blu,Gabriele Vacis,,90,28 febbraio 2022,Documentario,Wanted,"3,00","2,88",,"2,94","Regia di Gabriele Vacis. Un film Da vedere 2022 Genere Documentario, - Italia, 2022, durata 90 minuti. Uscita cinema lunedì 28 febbraio 2022 distribuito da Wanted. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 2,94 su 5 recensioni tra critica, pubblico e dizionari.","Il film racconta un emozionante viaggio di un gruppo di giovani autistici sull'antica via Francigena. In Italia al Box Office Sul Sentiero Blu ha incassato  32,5 mila euro ."
Le favolose,Roberta Torre,"Porpora Marcasciano, Nicole De Leo, Sofia Mehiel, Veet Sandeh, Mizia Ciulini",74,5 settembre 2022,Docu-fiction,Europictures,"3,50","3,30",,"3,40","Regia di Roberta Torre. Un film Da vedere 2022 con Porpora Marcasciano, Nicole De Leo, Sofia Mehiel, Veet Sandeh, Mizia Ciulini. Cast completo Genere Docu-fiction, - Italia, Francia, 2022, durata 74 minuti. Uscita cinema lunedì 5 settembre 2022 distribuito da Europictures. - MYmonetro 3,40 su 7 recensioni tra critica, pubblico e dizionari.","Succede spesso che in punto di morte le persone trans vengano private della loro identità. In Italia al Box Office Le favolose ha incassato  31,7 mila euro ."
Incastrati,"Salvatore Ficarra, Valentino Picone","Salvatore Ficarra, Valentino Picone, Sergio Friscia, Marianna Di Martino",,,Commedia - Italia,,,,"4,33",,"Regia di Salvatore Ficarra, Valentino Picone. Una serie con Salvatore Ficarra, Valentino Picone, Sergio Friscia, Marianna Di Martino. Cast completo Genere Commedia - Italia, 2022, STAGIONI: 1 - EPISODI: 6",La prima serie di Ficarra e Picone che si ritrovano protagonisti di uno scontro con la criminalità mafiosa.
Odio il Natale,"Davide Mardegan, Clemente De Muro","Pilar Fogliati, Marzia Ubaldi, Fiorenza Pieri, Massimo Rigo, Alessio Praticò",,,Commedia - Italia,,,,,,"Regia di Davide Mardegan, Clemente De Muro. Una serie con Pilar Fogliati, Marzia Ubaldi, Fiorenza Pieri, Massimo Rigo, Alessio Praticò. Cast completo Genere Commedia - Italia, 2022, STAGIONI: 2 - EPISODI: 12",La prima serie italiana natalizia di Netflix che racconta la ricerca dell'amore con la chiave della commedia.
Bentu,Salvatore Mereu,"Peppeddu Cuccu, Giovanni Porcu",70,15 settembre 2022,Drammatico,"Viacolvento, Artex Film","3,50","3,21","5,00","3,90","Regia di Salvatore Mereu. Un film Da vedere 2022 con Peppeddu Cuccu, Giovanni Porcu. Genere Drammatico, - Italia, 2022, durata 70 minuti. Uscita cinema giovedì 15 settembre 2022 distribuito da Viacolvento, Artex Film. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 3,90 su 8 recensioni tra critica, pubblico e dizionari.","Un uomo è inseparabile dalla sua campagna ad aiutarlo c'è solo un giovane ragazzo. Il film ha ottenuto 1 candidatura ai Nastri d'Argento,  1 candidatura a David di Donatello, In Italia al Box Office Bentu ha incassato  45,6 mila euro ."
I nostri ieri,Andrea Papini,"Peppino Mazzotta, Francesco Di Leva, Daphne Scoccia, Maria Roveran, Denise Tantucci",117,9 febbraio 2023,Drammatico,ATOMO FILM,"3,00","2,94","3,00","2,98","Regia di Andrea Papini. Un film Da vedere 2022 con Peppino Mazzotta, Francesco Di Leva, Daphne Scoccia, Maria Roveran, Denise Tantucci. Cast completo Genere Drammatico, - Italia, 2022, durata 117 minuti. Uscita cinema giovedì 9 febbraio 2023 distribuito da ATOMO FILM. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 2,98 su 9 recensioni tra critica, pubblico e dizionari.","Attorno alla ricostruzione cinematografica di un delitto ruotano le vite di Lara, Greta, Caroline, Luca, Beppe: sono alla ricerca di chi sappia ascoltare. In Italia al Box Office I nostri ieri ha incassato  8,8 mila euro ."
Il mio amico Massimo,Alessandro Bencivenga,"Lello Arena, Cloris Brosca, Massimo Troisi, Gerardo Ferrara, Carlo Verdone",,15 dicembre 2022,Documentario,Lucky Red,"2,00","2,50","3,86","2,79","Regia di Alessandro Bencivenga. Un film con Lello Arena, Cloris Brosca, Massimo Troisi, Gerardo Ferrara, Carlo Verdone. Cast completo Genere Documentario, - Italia, 2022, Uscita cinema giovedì 15 dicembre 2022 distribuito da Lucky Red. - MYmonetro 2,79 su 6 recensioni tra critica, pubblico e dizionari.","Un omaggio inusuale, leggero e a tratti ironico, in cui si racconta la vita e il percorso artistico dell'attore napoletano Massimo Troisi, a quasi 70 anni dall'anniversario della nascita. In Italia al Box Office Il mio amico Massimo ha incassato nelle prime 8 settimane di programmazione 51,9 mila euro  e 24,7 euro nel primo weekend."
La Generazione Perduta,Marco Turco,,80,4 aprile 2023,Documentario,Cinecittà Luce,"3,50","3,00",,"3,25","Regia di Marco Turco. Un film Da vedere 2022 Genere Documentario, - Italia, 2022, durata 80 minuti. Uscita cinema martedì 4 aprile 2023 distribuito da Cinecittà Luce. - MYmonetro 3,25 su 4 recensioni tra critica, pubblico e dizionari.","Storia d'Italia all'epoca della tossicodipendenza e di Carlo Rivolta, il giornalista che capì tutto ma non riuscì
a starne alla larga. Ha vinto un premio ai Nastri d'Argento, In Italia al Box Office La Generazione Perduta ha incassato nelle prime 5 settimane di programmazione 14,4 mila euro  e 4,4 euro nel primo weekend."
Il cerchio,Sophie Chiarello,,108,13 febbraio 2023,Documentario,Indigo Film,"3,00","3,38","1,75","2,71","Regia di Sophie Chiarello. Un film Da vedere 2022 Genere Documentario, - Italia, 2022, durata 108 minuti. Uscita cinema lunedì 13 febbraio 2023 distribuito da Indigo Film. - MYmonetro 2,71 su 9 recensioni tra critica, pubblico e dizionari.","Alcuni bambini ridono, discutono su delle domande universali, formando di volta in volta un cerchio dove insieme si relazionano, si ascoltano e scoprono qualcosa di nuovo, anche su loro stessi. In poche parole: crescono. Il film ha ottenuto 1 candidatura ai Nastri d'Argento,  ha vinto un premio ai David di Donatello, In Italia al Box Office Il cerchio ha incassato  19,6 mila euro ."
Umberto Eco - La biblioteca del mondo,Davide Ferrario,"Giuseppe Cederna, Niccolò Ferrero, Paolo Giangrasso, Walter Leonardi, Zoe Tavarelli",80,2 marzo 2023,Documentario,Fandango,"4,00","3,61","1,00","2,87","Regia di Davide Ferrario. Un film Da vedere 2022 con Giuseppe Cederna, Niccolò Ferrero, Paolo Giangrasso, Walter Leonardi, Zoe Tavarelli. Cast completo Genere Documentario, - Italia, 2022, durata 80 minuti. Uscita cinema giovedì 2 marzo 2023 distribuito da Fandango. - MYmonetro 2,87 su 9 recensioni tra critica, pubblico e dizionari.","Davide Ferrario racconta la biblioteca privata di Umberto Eco. Il film ha ottenuto 1 candidatura a David di Donatello, In Italia al Box Office Umberto Eco - La biblioteca del mondo ha incassato  31,9 mila euro ."
Invisibili,Federico Di Cicilia,"Massimiliano Gallo, Nello Mascia, Renato Carpentieri, Daniela De Vita, Gerardo De Blasio",76,,Drammatico,JamFilm,,,"5,00",,"Regia di Federico Di Cicilia. Un film con Massimiliano Gallo, Nello Mascia, Renato Carpentieri, Daniela De Vita, Gerardo De Blasio. Cast completo Genere Drammatico, - Italia, 2022, durata 76 minuti. distribuito da JamFilm.","Facciamo tutto quello che facciamo pre essere visti, ma la verità è che siamo tutti invisibili. In Italia al Box Office Invisibili ha incassato  6,4 mila euro ."
Ritorno al Presente,"Antonio Fornari, Andrea Maia","Roberto Nobile, Simone Montedoro, Ilaria Spada, Stefano Fresi, Emma Lo Bianco",,,Commedia,Variety Distribution,,,"3,00",,"Regia di Antonio Fornari, Andrea Maia. Un film con Roberto Nobile, Simone Montedoro, Ilaria Spada, Stefano Fresi, Emma Lo Bianco. Cast completo Genere Commedia, - Italia, 2022, distribuito da Variety Distribution.",A causa di un attacco ischemico un uomo perde la memoria.
Per lanciarsi dalle stelle,Andrea Jublin,"Federica Torchetti, Lorenzo Richelmy, Cristiano Caccamo, Celeste Savino",88,,Drammatico - Italia,,"3,00",,"2,00","2,50","Regia di Andrea Jublin. Un film con Federica Torchetti, Lorenzo Richelmy, Cristiano Caccamo, Celeste Savino. Cast completo Genere Drammatico - Italia, 2022, durata 88 minuti. - MYmonetro 2,50 su 1 recensioni tra critica, pubblico e dizionari.",Il dramma di una giovane donna che scopre se stessa dopo un dolore indicibile.
Nel mio nome,Nicolò Bassetti,"Leonardo Arpino, Raffaele Baldo, Andrea Ragno, Nicolò Sproccati",93,13 giugno 2022,Documentario,I Wonder Pictures,"3,00","3,30","5,00","3,77","Regia di Nicolò Bassetti. Un film Da vedere 2022 con Leonardo Arpino, Raffaele Baldo, Andrea Ragno, Nicolò Sproccati. Genere Documentario, - Italia, 2022, durata 93 minuti. Uscita cinema lunedì 13 giugno 2022 distribuito da I Wonder Pictures. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 3,77 su 6 recensioni tra critica, pubblico e dizionari.","Un gruppo di amici intraprende la transizione di genere da identità femminile a maschile. In Italia al Box Office Nel mio nome ha incassato  18,3 mila euro ."
"Munch - Amori, Fantasmi e Donne Vampiro",Michele Mally,,90,7 novembre 2022,Arte,Nexo Digital,"4,00",,"3,67","3,84","Regia di Michele Mally. Un film Da vedere 2022 Genere Arte, - Italia, 2022, durata 90 minuti. Uscita cinema lunedì 7 novembre 2022 distribuito da Nexo Digital. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 3,84 su 3 recensioni tra critica, pubblico e dizionari.","Il Nord di Edvard Munch, in perenne oscillazione tra passato e presente, amori e tormenti, donne vampiro, troll e ninfe, ossessioni e spiriti. In Italia al Box Office Munch - Amori, Fantasmi e Donne Vampiro ha incassato  96,1 mila euro ."
PerdutaMente,"Ivana di Biase, Paolo Ruffini",Paolo Ruffini,90,14 febbraio 2022,Commedia,Cinecittà Luce,"3,50","3,00",,"3,25","Regia di Ivana di Biase, Paolo Ruffini. Un film Da vedere 2022 con Paolo Ruffini. Genere Commedia, - Italia, 2022, durata 90 minuti. Uscita cinema lunedì 14 febbraio 2022 distribuito da Cinecittà Luce. - MYmonetro 3,25 su 4 recensioni tra critica, pubblico e dizionari.","Ruffini si mette in viaggio per l'Italia alla ricerca di incontri, esperienze, confronti con persone affette dall'Alzheimer, e con chi se ne prende cura: parenti, amici, affetti. In Italia al Box Office PerdutaMente ha incassato  23,3 mila euro ."
Come un Padre,Alessio Di Cosimo,"Roberto Baggio, Pep Guardiola, Marco Materazzi, Carlo Mazzone, Andrea Pirlo",,,Documentario,,"2,50",,"3,00","2,75","Regia di Alessio Di Cosimo. Un film con Roberto Baggio, Pep Guardiola, Marco Materazzi, Carlo Mazzone, Andrea Pirlo. Cast completo Genere Documentario, Biografico - Italia, 2022, - MYmonetro 2,75 su 2 recensioni tra critica, pubblico e dizionari.","Carletto Mazzone, detto Er Sor Magara, classe 1937, che è a tutt'oggi detentore del record di panchine in Serie A, con ben 795 presenze ufficiali."
State of Consciousness,Marcus Stokes,"Emile Hirsch, Tatjana Nardone, Gaia Scodellaro, Michael E",101,19 gennaio 2023,Thriller,RS Productions,,,"2,00",,"Regia di Marcus Stokes. Un film con Emile Hirsch, Tatjana Nardone, Gaia Scodellaro, Michael E. Rodgers, Lara Pictet. Cast completo Genere Thriller, - Italia, 2022, durata 101 minuti. Uscita cinema giovedì 19 gennaio 2023 distribuito da RS Productions. Consigli per la visione di bambini e ragazzi: +13","Un ragazzo costretto a fare i conti con una situazione impossibile, in un susseguirsi di colpi di scena e di suspense. In Italia al Box Office State of Consciousness ha incassato nelle prime 2 settimane di programmazione 14,5 mila euro  e 7 euro nel primo weekend."
